sku,name,category,price,inStock,discountPct
SKU-00129,Modular Desk Lamp,Fitness,221.69,true,25
SKU-00130,Everyday Kettle,Garden,46.41,true,
SKU-00131,Everyday Tent,Electronics,93.2,true,28
SKU-00132,Rapid Kettle,Kitchen,16.1,true,19
SKU-00133,Modular Desk Lamp,Outdoors,227.81,false,
SKU-00134,Deluxe Puzzle,Toys,223.95,true,
SKU-00135,Ergonomic Desk Lamp,Stationery,178.3,true,
SKU-00136,Everyday Trowel,Fitness,150.7,false,
SKU-00137,Classic Grinder,Stationery,216.51,false,
SKU-00138,Deluxe Desk Lamp,Electronics,164.02,true,
SKU-00139,Everyday Desk Lamp,Stationery,17.66,true,
SKU-00140,Classic Kettle,Garden,25.5,true,
SKU-00141,Rapid Trowel,Office,29.84,true,
SKU-00142,Classic Puzzle,Garden,237.23,true,36
SKU-00143,Ultra Grinder,Electronics,88.55,true,
SKU-00144,Modular Puzzle,Stationery,199.86,true,
SKU-00145,Portable Backpack,Kitchen,49.2,true,
SKU-00146,Classic Backpack,Toys,23.54,false,
SKU-00147,Rustic Speaker,Electronics,16.93,false,8
SKU-00148,Everyday Speaker,Office,75.42,false,42
SKU-00149,Ultra Yoga Mat,Fitness,128.98,true,50
SKU-00150,Compact Backpack,Electronics,45.05,true,
SKU-00151,Portable Notebook,Outdoors,26.63,true,
SKU-00152,Everyday Trowel,Outdoors,34.3,true,
SKU-00153,Portable Yoga Mat,Outdoors,200.18,true,
SKU-00154,Modular Desk Lamp,Outdoors,81.45,true,36
SKU-00155,Rapid Kettle,Kitchen,114.15,true,
SKU-00156,Ergonomic Puzzle,Office,111.03,true,
SKU-00157,Deluxe Notebook,Kitchen,195.36,true,
SKU-00158,Compact Tent,Garden,178.44,true,
SKU-00159,Compact Yoga Mat,Garden,185.39,true,
SKU-00160,Portable Speaker,Kitchen,45.17,true,38
SKU-00161,Modular Puzzle,Kitchen,219.26,true,
SKU-00162,Ultra Tent,Fitness,69.96,true,
SKU-00163,Everyday Backpack,Fitness,41.9,true,
SKU-00164,Modular Trowel,Toys,198.36,true,
SKU-00165,Modular Tent,Fitness,241.59,true,
SKU-00166,Compact Notebook,Kitchen,214.59,false,
SKU-00167,Ultra Kettle,Office,138.88,true,10
SKU-00168,Portable Speaker,Stationery,191.53,false,
SKU-00169,Deluxe Trowel,Toys,21.31,true,15
SKU-00170,Portable Grinder,Toys,152.01,true,
SKU-00171,Ergonomic Puzzle,Electronics,209.69,true,30
SKU-00172,Deluxe Backpack,Fitness,144.93,true,
SKU-00173,Classic Yoga Mat,Outdoors,217.07,true,
SKU-00174,Rustic Kettle,Stationery,89.24,true,
SKU-00175,Compact Puzzle,Stationery,149.09,true,
SKU-00176,Rustic Trowel,Kitchen,184.35,false,
SKU-00177,Classic Notebook,Outdoors,202.66,true,
SKU-00178,Ergonomic Speaker,Office,190.39,true,
SKU-00179,Compact Trowel,Garden,130.08,true,
SKU-00180,Ergonomic Desk Lamp,Fitness,152.37,true,
SKU-00181,Compact Yoga Mat,Garden,86,false,
SKU-00182,Ultra Notebook,Outdoors,34.65,true,
SKU-00183,Rapid Notebook,Electronics,199.82,true,
SKU-00184,Compact Notebook,Toys,100.1,true,
SKU-00185,Classic Tent,Electronics,233.15,true,
SKU-00186,Modular Tent,Toys,73.9,true,32
SKU-00187,Portable Kettle,Fitness,121.16,true,
SKU-00188,Portable Tent,Garden,71.04,false,26
SKU-00189,Modular Desk Lamp,Fitness,18.74,true,29
SKU-00190,Portable Speaker,Kitchen,72.28,true,34
SKU-00191,Ultra Kettle,Outdoors,18.38,true,25
SKU-00192,Ultra Kettle,Kitchen,222.54,true,17
SKU-00193,Ergonomic Puzzle,Office,154.75,true,
SKU-00194,Modular Yoga Mat,Fitness,30.72,true,
SKU-00195,Ultra Kettle,Garden,194.32,true,
SKU-00196,Everyday Notebook,Electronics,167.8,false,23
SKU-00197,Rustic Trowel,Office,111.09,true,
SKU-00198,Ultra Kettle,Office,190.74,true,
SKU-00199,Rustic Grinder,Toys,41.38,true,
SKU-00200,Everyday Kettle,Electronics,161.24,true,
SKU-00201,Rustic Kettle,Toys,50.28,true,
SKU-00202,Everyday Speaker,Stationery,176.62,false,7
SKU-00203,Rapid Puzzle,Stationery,193.9,true,
SKU-00204,Portable Notebook,Outdoors,7.21,true,33
SKU-00205,Everyday Notebook,Stationery,75.31,true,
SKU-00206,Compact Notebook,Fitness,168.62,true,
SKU-00207,Rapid Grinder,Toys,36.41,true,
SKU-00208,Rapid Tent,Garden,129.24,true,26
SKU-00209,Compact Tent,Electronics,43.56,false,34
SKU-00210,Rustic Yoga Mat,Electronics,196.2,true,
SKU-00211,Ultra Notebook,Stationery,62.82,true,
SKU-00212,Deluxe Desk Lamp,Fitness,29.21,true,5
SKU-00213,Classic Desk Lamp,Kitchen,71.22,true,7
SKU-00214,Rapid Tent,Fitness,246.71,true,
SKU-00215,Everyday Trowel,Fitness,145.71,false,
SKU-00216,Rustic Puzzle,Fitness,48.05,true,
SKU-00217,Ultra Kettle,Office,197.84,false,26
SKU-00218,Modular Kettle,Toys,147.17,true,38
SKU-00219,Compact Speaker,Stationery,68.46,true,
SKU-00220,Modular Trowel,Stationery,155.05,true,
SKU-00221,Everyday Grinder,Toys,13.13,false,
SKU-00222,Ultra Tent,Kitchen,186.02,true,
SKU-00223,Rustic Grinder,Toys,108.47,true,
SKU-00224,Everyday Desk Lamp,Kitchen,123.94,true,
SKU-00225,Ergonomic Backpack,Electronics,88.24,false,
SKU-00226,Ultra Trowel,Toys,19.18,false,
SKU-00227,Modular Notebook,Kitchen,144.67,true,
SKU-00228,Ultra Kettle,Kitchen,40.97,true,
SKU-00229,Portable Trowel,Kitchen,218.31,true,25
SKU-00230,Deluxe Tent,Garden,100.12,true,
SKU-00231,Everyday Puzzle,Fitness,94.76,true,
SKU-00232,Classic Tent,Outdoors,162.6,true,
SKU-00233,Everyday Puzzle,Electronics,204.58,true,41
SKU-00234,Rapid Desk Lamp,Stationery,205.38,true,
SKU-00235,Deluxe Tent,Fitness,127.58,true,
SKU-00236,Portable Puzzle,Office,160.34,true,13
SKU-00237,Ergonomic Puzzle,Fitness,108.68,true,20
SKU-00238,Classic Speaker,Toys,217.76,true,23
SKU-00239,Rapid Trowel,Fitness,88.85,true,33
SKU-00240,Classic Desk Lamp,Electronics,199.63,true,
SKU-00241,Everyday Notebook,Office,247.01,true,5
SKU-00242,Classic Speaker,Office,108.36,true,
SKU-00243,Ultra Speaker,Office,76.5,true,32
SKU-00244,Everyday Tent,Electronics,111.7,true,41
SKU-00245,Everyday Backpack,Stationery,213.39,true,
SKU-00246,Portable Puzzle,Office,99.32,true,30
SKU-00247,Portable Tent,Outdoors,150.64,true,38
SKU-00248,Deluxe Desk Lamp,Stationery,25.27,true,25
SKU-00249,Everyday Kettle,Electronics,165.2,true,
SKU-00250,Classic Puzzle,Electronics,88.66,true,
SKU-00251,Everyday Desk Lamp,Fitness,111.98,true,
SKU-00252,Rustic Tent,Stationery,169.88,true,
SKU-00253,Compact Tent,Garden,174.41,false,47
SKU-00254,Modular Speaker,Fitness,211.31,true,
SKU-00255,Modular Backpack,Garden,34.96,true,
SKU-00256,Ergonomic Trowel,Fitness,130.26,true,
SKU-00257,Deluxe Puzzle,Garden,207.08,false,
SKU-00258,Ultra Kettle,Stationery,244.15,true,
SKU-00259,Ultra Kettle,Fitness,200.68,true,
SKU-00260,Classic Tent,Outdoors,174.17,true,
SKU-00261,Deluxe Speaker,Stationery,208.33,true,
SKU-00262,Modular Notebook,Electronics,159.08,true,
SKU-00263,Rustic Yoga Mat,Electronics,245.43,true,
SKU-00264,Compact Yoga Mat,Outdoors,70.44,true,31
SKU-00265,Portable Puzzle,Electronics,156.51,true,
SKU-00266,Classic Backpack,Garden,14.52,true,
SKU-00267,Deluxe Tent,Kitchen,93.76,false,
SKU-00268,Portable Yoga Mat,Toys,86.39,true,
SKU-00269,Portable Backpack,Electronics,127.8,true,
SKU-00270,Deluxe Notebook,Garden,34,true,
SKU-00271,Ergonomic Tent,Toys,6.41,true,
SKU-00272,Portable Desk Lamp,Kitchen,132.72,true,14
SKU-00273,Compact Trowel,Toys,226.01,true,
SKU-00274,Rapid Yoga Mat,Fitness,202.1,true,46
SKU-00275,Modular Grinder,Kitchen,25.25,true,35
SKU-00276,Everyday Backpack,Office,71.1,true,
SKU-00277,Compact Desk Lamp,Toys,136.23,true,
SKU-00278,Rapid Notebook,Office,151.79,true,23
SKU-00279,Rapid Puzzle,Fitness,188.82,true,
SKU-00280,Portable Puzzle,Kitchen,84.01,false,
SKU-00281,Rapid Speaker,Toys,121.27,true,
SKU-00282,Rustic Speaker,Toys,226.03,true,
SKU-00283,Modular Kettle,Stationery,37.03,true,
SKU-00284,Modular Notebook,Stationery,141.56,true,26
SKU-00285,Rustic Notebook,Garden,242.28,true,14
SKU-00286,Compact Kettle,Garden,249.13,true,
SKU-00287,Deluxe Trowel,Fitness,42.99,true,31
SKU-00288,Modular Notebook,Kitchen,231.06,true,33
SKU-00289,Ergonomic Desk Lamp,Toys,66.04,true,
SKU-00290,Modular Yoga Mat,Office,146.82,true,5
SKU-00291,Ergonomic Desk Lamp,Stationery,121.58,false,42
SKU-00292,Rustic Puzzle,Garden,72.24,true,
SKU-00293,Deluxe Trowel,Fitness,134.54,true,
SKU-00294,Modular Kettle,Office,61.79,true,
SKU-00295,Everyday Backpack,Fitness,192.49,true,
SKU-00296,Ergonomic Tent,Office,229.45,true,
SKU-00297,Compact Backpack,Office,217.66,true,
SKU-00298,Deluxe Notebook,Electronics,115.25,true,
SKU-00299,Classic Speaker,Electronics,7.1,true,
SKU-00300,Everyday Backpack,Garden,165.02,true,
SKU-00301,Ergonomic Backpack,Kitchen,35.75,true,
SKU-00302,Ultra Grinder,Fitness,88.15,true,
SKU-00303,Compact Tent,Office,248.81,true,
SKU-00304,Ultra Yoga Mat,Fitness,196.49,true,
SKU-00305,Ultra Kettle,Outdoors,37.11,true,
SKU-00306,Deluxe Grinder,Stationery,224.3,true,
SKU-00307,Ultra Kettle,Kitchen,219.44,true,31
SKU-00308,Deluxe Desk Lamp,Outdoors,119.88,true,
SKU-00309,Rustic Backpack,Electronics,210.11,true,
SKU-00310,Rapid Notebook,Kitchen,160.89,true,
SKU-00311,Modular Tent,Garden,66.59,true,
SKU-00312,Rapid Tent,Kitchen,55.76,true,24
SKU-00313,Classic Notebook,Fitness,28.98,true,42
SKU-00314,Portable Notebook,Fitness,191.37,true,18
SKU-00315,Rapid Desk Lamp,Outdoors,247.17,true,
SKU-00316,Classic Speaker,Outdoors,59.28,true,28
SKU-00317,Portable Speaker,Office,146.04,false,
SKU-00318,Rapid Notebook,Electronics,211.14,true,5
SKU-00319,Compact Kettle,Office,121.77,true,
SKU-00320,Modular Grinder,Fitness,90.82,true,
SKU-00321,Rustic Speaker,Office,148.12,true,
SKU-00322,Ergonomic Speaker,Electronics,195.14,false,
SKU-00323,Modular Puzzle,Garden,168.58,false,
SKU-00324,Compact Yoga Mat,Kitchen,56.16,true,
SKU-00325,Deluxe Grinder,Outdoors,120.86,true,12
SKU-00326,Modular Notebook,Kitchen,121.13,false,
SKU-00327,Compact Notebook,Electronics,101.99,true,
SKU-00328,Ultra Puzzle,Stationery,143.08,false,
SKU-00329,Rustic Backpack,Toys,51.01,true,12
SKU-00330,Compact Grinder,Stationery,237.64,false,
SKU-00331,Compact Trowel,Outdoors,9.46,true,13
SKU-00332,Portable Puzzle,Outdoors,179.49,true,22
SKU-00333,Ergonomic Backpack,Office,93.33,true,
SKU-00334,Rapid Trowel,Garden,102.77,true,
SKU-00335,Deluxe Desk Lamp,Stationery,200.82,true,27
SKU-00336,Portable Trowel,Garden,189.06,true,43
SKU-00337,Classic Desk Lamp,Stationery,103.1,true,
SKU-00338,Rapid Kettle,Electronics,13.07,true,
SKU-00339,Compact Speaker,Electronics,151.63,true,
SKU-00340,Rapid Grinder,Outdoors,120.69,true,
SKU-00341,Rustic Trowel,Fitness,132.63,true,
SKU-00342,Classic Tent,Office,141.52,true,
SKU-00343,Ultra Speaker,Kitchen,25.1,true,
SKU-00344,Deluxe Trowel,Toys,86.38,false,45
SKU-00345,Modular Trowel,Garden,107.65,false,
SKU-00346,Rustic Backpack,Stationery,223.9,false,18
SKU-00347,Everyday Speaker,Fitness,153.23,true,
SKU-00348,Classic Grinder,Outdoors,75.26,true,
SKU-00349,Rapid Speaker,Kitchen,78.83,true,
SKU-00350,Ergonomic Puzzle,Kitchen,185.61,true,
SKU-00351,Rustic Puzzle,Office,137.39,true,6
SKU-00352,Classic Yoga Mat,Outdoors,102.75,true,7
SKU-00353,Rapid Tent,Office,50.44,true,39
SKU-00354,Rustic Tent,Garden,208.8,true,
SKU-00355,Ergonomic Yoga Mat,Office,176.66,true,
SKU-00356,Rustic Desk Lamp,Outdoors,129.67,false,
SKU-00357,Everyday Puzzle,Toys,151.36,true,
SKU-00358,Portable Desk Lamp,Garden,183.64,true,48
SKU-00359,Everyday Backpack,Kitchen,79.45,true,29
SKU-00360,Rustic Notebook,Office,151.17,true,
SKU-00361,Rapid Kettle,Toys,201.94,true,
SKU-00362,Modular Yoga Mat,Toys,49.61,true,9
SKU-00363,Portable Notebook,Stationery,169.44,true,
SKU-00364,Rapid Grinder,Electronics,153.89,true,
SKU-00365,Deluxe Backpack,Fitness,199.92,true,
SKU-00366,Everyday Speaker,Stationery,100.39,true,
SKU-00367,Ultra Backpack,Toys,166.12,true,
SKU-00368,Modular Grinder,Toys,164.98,true,33
SKU-00369,Classic Tent,Outdoors,227.75,true,
SKU-00370,Modular Yoga Mat,Toys,42.89,true,22
SKU-00371,Rustic Notebook,Fitness,7.54,true,10
SKU-00372,Ultra Yoga Mat,Office,226.27,true,
SKU-00373,Modular Desk Lamp,Outdoors,84.47,true,
SKU-00374,Ergonomic Puzzle,Kitchen,38.15,false,
SKU-00375,Compact Kettle,Garden,11.09,true,
SKU-00376,Classic Puzzle,Kitchen,22.06,true,30
SKU-00377,Ultra Puzzle,Stationery,126.19,true,
SKU-00378,Ergonomic Notebook,Stationery,137.86,true,
SKU-00379,Ergonomic Notebook,Toys,228.56,true,
SKU-00380,Ultra Backpack,Outdoors,108.08,true,
SKU-00381,Classic Trowel,Kitchen,106.46,true,44
SKU-00382,Everyday Desk Lamp,Garden,112.64,true,
SKU-00383,Classic Kettle,Outdoors,244.69,true,
SKU-00384,Ultra Tent,Fitness,42.94,true,33
SKU-00385,Rapid Notebook,Electronics,58.24,false,
SKU-00386,Ultra Yoga Mat,Toys,226.67,true,
SKU-00387,Rapid Tent,Electronics,164.35,false,
SKU-00388,Compact Notebook,Toys,19.54,true,
SKU-00389,Ultra Tent,Toys,117.41,true,
SKU-00390,Rapid Backpack,Stationery,206.64,true,
SKU-00391,Compact Kettle,Stationery,89.67,true,
SKU-00392,Rapid Tent,Electronics,111.49,true,50
SKU-00393,Ultra Tent,Electronics,88.01,false,17
SKU-00394,Compact Desk Lamp,Electronics,231.66,true,49
SKU-00395,Classic Desk Lamp,Office,141.77,true,
SKU-00396,Rapid Yoga Mat,Toys,117.74,true,
SKU-00397,Rustic Backpack,Office,111.71,false,22
SKU-00398,Classic Kettle,Fitness,145.95,true,20
SKU-00399,Deluxe Puzzle,Electronics,235.18,true,
SKU-00400,Classic Trowel,Toys,138.04,true,
SKU-00401,Everyday Notebook,Kitchen,15.21,false,
SKU-00402,Rustic Backpack,Kitchen,141.2,true,
SKU-00403,Compact Trowel,Kitchen,188.11,true,
SKU-00404,Ultra Desk Lamp,Toys,67.28,true,47
SKU-00405,Everyday Puzzle,Electronics,231.93,false,
SKU-00406,Deluxe Speaker,Stationery,66.85,true,
SKU-00407,Rapid Trowel,Electronics,11.52,true,34
SKU-00408,Modular Desk Lamp,Toys,175.71,false,
SKU-00409,Modular Backpack,Electronics,90.73,true,
SKU-00410,Rapid Kettle,Kitchen,8.24,true,48
SKU-00411,Classic Yoga Mat,Stationery,144.84,true,
SKU-00412,Deluxe Tent,Kitchen,218.59,false,
SKU-00413,Ultra Desk Lamp,Electronics,214.36,true,
SKU-00414,Rapid Grinder,Garden,173.37,true,34
SKU-00415,Rustic Grinder,Stationery,190.06,true,
SKU-00416,Classic Notebook,Electronics,49.13,true,
SKU-00417,Compact Trowel,Kitchen,211.92,true,40
SKU-00418,Classic Desk Lamp,Office,122.43,true,
SKU-00419,Ergonomic Grinder,Toys,151.35,true,14
SKU-00420,Compact Notebook,Office,219.03,true,12
SKU-00421,Compact Notebook,Kitchen,81.79,true,10
SKU-00422,Ergonomic Trowel,Outdoors,89.69,false,
SKU-00423,Everyday Kettle,Electronics,155.26,true,
SKU-00424,Ergonomic Notebook,Office,54.93,true,
SKU-00425,Portable Trowel,Outdoors,48.02,true,14
SKU-00426,Everyday Kettle,Electronics,79.16,false,
SKU-00427,Everyday Speaker,Fitness,148.73,true,9
SKU-00428,Everyday Backpack,Kitchen,132.97,true,
SKU-00429,Classic Puzzle,Outdoors,94.75,false,
SKU-00430,Portable Yoga Mat,Outdoors,129.19,true,31
SKU-00431,Classic Notebook,Fitness,249.88,true,
SKU-00432,Modular Backpack,Outdoors,244.55,true,
SKU-00433,Deluxe Tent,Toys,100.1,true,23
SKU-00434,Modular Puzzle,Fitness,103.88,true,
SKU-00435,Ergonomic Speaker,Office,24.56,true,
SKU-00436,Ultra Tent,Kitchen,150.31,true,40
SKU-00437,Deluxe Backpack,Electronics,110.68,true,13
SKU-00438,Rustic Speaker,Garden,77.87,true,34
SKU-00439,Classic Tent,Fitness,79.18,true,
SKU-00440,Deluxe Yoga Mat,Electronics,213.41,true,
SKU-00441,Classic Trowel,Office,34.9,true,
SKU-00442,Rapid Notebook,Kitchen,221.84,true,
SKU-00443,Classic Puzzle,Electronics,31.79,true,
SKU-00444,Rustic Notebook,Office,226.46,true,46
SKU-00445,Deluxe Kettle,Garden,10.47,true,31
SKU-00446,Modular Backpack,Kitchen,156.35,false,
SKU-00447,Classic Kettle,Fitness,50.74,true,
SKU-00448,Portable Yoga Mat,Office,207.65,true,41
SKU-00449,Rapid Kettle,Electronics,104,true,24
SKU-00450,Modular Kettle,Fitness,15.45,true,15
SKU-00451,Modular Backpack,Kitchen,157.22,true,29
SKU-00452,Classic Yoga Mat,Electronics,168.43,false,
SKU-00453,Classic Speaker,Office,135.68,true,
SKU-00454,Portable Grinder,Stationery,96.85,true,
SKU-00455,Classic Puzzle,Kitchen,39.74,false,
SKU-00456,Portable Backpack,Office,139.67,true,5
SKU-00457,Deluxe Kettle,Toys,162.18,true,
SKU-00458,Portable Puzzle,Kitchen,62.05,false,
SKU-00459,Classic Kettle,Office,120.68,true,
SKU-00460,Rustic Tent,Outdoors,83.58,true,
SKU-00461,Ultra Speaker,Outdoors,64.7,true,
SKU-00462,Ultra Notebook,Stationery,219.4,false,
SKU-00463,Compact Grinder,Electronics,149.49,true,
SKU-00464,Rustic Desk Lamp,Electronics,219.54,true,23
SKU-00465,Compact Puzzle,Toys,90.05,true,
SKU-00466,Portable Notebook,Kitchen,127.26,true,
SKU-00467,Classic Puzzle,Garden,54.46,true,
SKU-00468,Everyday Grinder,Kitchen,187.02,true,
SKU-00469,Rustic Desk Lamp,Kitchen,112.04,true,
SKU-00470,Ergonomic Grinder,Fitness,115.6,true,
SKU-00471,Ultra Speaker,Stationery,216.84,false,
SKU-00472,Ultra Trowel,Toys,110.98,true,16
SKU-00473,Portable Notebook,Garden,152.24,true,
SKU-00474,Deluxe Grinder,Outdoors,126.76,true,
SKU-00475,Ergonomic Grinder,Office,155.88,true,
SKU-00476,Compact Grinder,Electronics,115.68,true,29
SKU-00477,Ultra Grinder,Electronics,83.56,true,
SKU-00478,Ultra Yoga Mat,Toys,198.89,true,
SKU-00479,Ultra Trowel,Garden,159.65,false,
SKU-00480,Ultra Backpack,Electronics,190,true,
SKU-00481,Classic Speaker,Office,203.31,true,
SKU-00482,Compact Grinder,Electronics,125.01,false,18
SKU-00483,Portable Trowel,Garden,40.78,true,
SKU-00484,Compact Notebook,Garden,96.88,true,
SKU-00485,Everyday Puzzle,Stationery,157.2,true,45
SKU-00486,Deluxe Tent,Electronics,41.03,true,
SKU-00487,Classic Yoga Mat,Garden,65.55,false,
SKU-00488,Modular Kettle,Stationery,212.22,true,
SKU-00489,Everyday Puzzle,Kitchen,181.78,true,
SKU-00490,Rapid Desk Lamp,Fitness,137.81,true,
SKU-00491,Everyday Speaker,Electronics,219.8,true,
